,Income,Kidhome,Teenhome,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Response,Age,Customer_Days,AcceptedCmpOverall,Rango_Edad,Rango_Antiguedad,Monto Total,Marital_Status,Education
1650,27573,1,0,50,15,110,39,15,15,4,5,1,4,8,0,45,2620,0,40-49,7 años,244,Married,Graduation
1651,15862,1,0,1,1,4,11,9,10,1,1,0,3,8,0,41,2526,0,40-49,6 años,36,Single,Basic
1652,49544,1,0,308,0,73,0,0,23,2,5,1,8,7,0,44,2661,0,40-49,7 años,404,Married,PhD
1653,33228,1,0,22,2,31,7,4,5,1,2,0,3,7,0,40,2316,0,40-49,6 años,71,Married,Graduation
1654,70440,0,0,690,79,499,76,83,88,1,5,10,7,3,0,42,2423,1,40-49,6 años,1572,Together,Graduation
1655,38232,1,1,43,5,28,7,6,33,4,3,1,3,5,0,49,2322,0,40-49,6 años,122,Together,Graduation
1656,22554,1,1,27,0,10,0,0,4,4,2,0,4,5,0,65,2762,0,60-69,7 años,41,Married,PhD
1657,23536,1,0,6,0,3,0,0,1,1,0,0,3,3,0,37,2184,0,30-39,5 años,10,Married,PhD
1658,49413,0,1,205,7,41,3,2,46,2,4,2,5,5,0,68,2406,0,60-69,6 años,304,Married,Graduation
1659,42231,1,1,24,0,8,0,1,4,1,1,0,3,5,0,51,2255,0,50-59,6 años,37,Married,Graduation
1660,78789,0,0,667,50,555,21,83,83,1,4,6,5,2,1,40,2849,0,40-49,7 años,1754,Divorced,Master
1661,56534,0,1,691,7,61,10,0,46,4,10,4,7,8,1,52,2500,2,50-59,6 años,815,Together,Graduation
1662,58350,0,1,493,26,206,116,80,80,4,8,3,12,6,0,49,2700,0,40-49,7 años,1001,Single,Graduation
1663,81217,0,0,493,70,324,120,40,84,1,3,7,11,1,0,31,2504,0,30-39,6 años,1157,Single,Graduation
1664,49090,0,1,494,5,82,7,0,100,3,7,2,9,7,0,69,2504,0,60-69,6 años,688,Single,Graduation
1665,61787,0,0,621,73,414,78,48,85,1,8,4,6,5,0,33,2517,0,30-39,6 años,1319,Divorced,Master
1666,18169,1,0,9,0,5,0,0,7,1,1,0,2,8,0,35,2654,0,30-39,7 años,21,Married,PhD
1667,24336,1,0,1,6,2,8,2,12,1,1,0,2,7,0,39,2830,0,30-39,7 años,31,Single,2n Cycle
1668,18222,0,0,12,4,19,12,6,14,1,2,0,3,8,0,30,2704,0,30-39,7 años,67,Married,Graduation
1669,62335,0,1,243,79,217,85,6,26,2,3,3,13,2,0,68,2561,0,60-69,7 años,708,Divorced,Graduation
1670,42033,1,1,11,1,4,2,0,7,1,1,0,2,7,0,49,2807,0,40-49,7 años,25,Together,2n Cycle
1671,86580,0,0,532,21,127,26,20,20,0,4,2,5,1,0,37,2646,1,30-39,7 años,746,Married,PhD
1672,41437,1,1,29,0,2,0,0,1,1,1,0,3,7,0,63,2804,0,60-69,7 años,32,Divorced,PhD
1673,73705,0,2,612,79,520,120,83,107,2,9,6,8,5,0,69,2275,0,60-69,6 años,1695,Widow,Master
1674,61064,0,1,387,79,342,0,45,126,5,8,4,11,6,0,44,2826,0,40-49,7 años,1080,Married,Graduation
1675,38452,1,1,56,0,14,0,0,2,3,3,0,3,7,0,65,2250,0,60-69,6 años,72,Married,Master
1676,18358,1,0,6,8,19,16,4,4,3,3,0,4,7,0,31,2380,0,30-39,6 años,57,Single,Graduation
1677,55012,0,1,582,0,65,0,0,13,6,8,2,9,5,0,47,2259,0,40-49,6 años,660,Together,PhD
1678,9722,1,0,6,17,16,6,16,42,4,3,1,3,8,1,47,2794,0,40-49,7 años,103,Together,Basic
1679,38175,1,0,70,6,69,2,3,3,3,3,1,4,7,0,36,2438,0,30-39,6 años,153,Married,PhD
1680,58656,0,1,962,12,194,16,24,12,4,7,8,13,6,0,64,2806,1,60-69,7 años,1220,Together,Master
1681,52117,0,1,112,10,107,30,0,20,2,5,2,4,7,0,55,2841,0,50-59,7 años,279,Together,Graduation
1682,64813,1,0,293,0,124,120,83,52,1,7,2,10,5,0,42,2337,0,40-49,6 años,745,Married,Graduation
1683,54222,0,1,199,12,31,3,12,7,1,3,3,5,3,0,47,2279,0,40-49,6 años,264,Married,PhD
1684,83512,0,0,1060,61,555,80,20,101,1,4,7,10,1,1,34,2171,4,30-39,5 años,2157,Married,Graduation
1685,77520,0,1,940,44,396,0,83,58,1,8,7,7,4,1,61,2464,3,60-69,6 años,1526,Married,Master
1686,41154,0,1,44,2,11,2,3,7,1,1,0,4,5,0,42,2605,0,40-49,7 años,69,Together,Graduation
1687,80398,0,0,342,51,555,120,35,26,1,5,8,12,3,0,54,2755,1,50-59,7 años,1597,Married,Graduation
1688,18746,1,0,2,10,11,12,9,20,2,3,0,3,6,0,28,2190,0,20-29,6 años,64,Single,Basic
1689,35196,1,0,75,12,141,43,39,126,6,6,1,5,8,0,36,2752,0,30-39,7 años,497,Together,Graduation
1690,60230,0,1,520,20,367,39,81,40,2,6,3,6,5,0,64,2564,0,60-69,7 años,1067,Single,Graduation
1691,22108,1,1,5,3,9,6,2,6,2,2,0,3,7,0,43,2211,0,40-49,6 años,31,Married,Graduation
1692,44392,1,1,87,5,71,7,12,29,5,4,1,4,7,0,46,2456,0,40-49,6 años,211,Together,Graduation
1693,55424,0,1,462,61,184,10,53,107,4,7,5,9,6,1,44,2740,1,40-49,7 años,877,Married,PhD
1694,17688,1,0,2,2,1,3,1,2,1,1,0,2,8,0,41,2691,0,40-49,7 años,11,Married,Graduation
1695,92491,0,0,979,44,555,29,25,22,1,7,5,12,3,1,37,2583,3,30-39,7 años,2034,Married,PhD
1696,90273,0,0,704,79,555,120,74,111,1,5,6,7,2,1,29,2356,3,20-29,6 años,1991,Single,Graduation
1697,82571,0,0,861,31,555,62,83,79,0,6,5,13,2,0,58,2247,1,50-59,6 años,1686,Widow,PhD
1698,38513,1,0,172,3,115,16,0,18,5,6,1,5,8,1,38,2311,0,30-39,6 años,324,Single,PhD
1699,16653,1,0,5,7,31,15,4,7,3,2,1,3,6,1,41,2231,0,40-49,6 años,69,Single,Master
1700,42586,1,1,194,2,56,0,0,0,5,4,1,6,8,1,65,2767,0,60-69,7 años,252,Together,Graduation
1701,23529,0,1,9,7,13,3,2,20,1,1,1,2,6,0,55,2697,0,50-59,7 años,54,Single,Basic
1702,74881,1,1,505,72,270,36,27,54,4,9,2,12,5,0,59,2637,0,50-59,7 años,964,Together,Master
1703,71107,0,1,533,10,217,120,83,126,2,7,6,13,4,0,69,2656,0,60-69,7 años,1327,Married,Graduation
1704,46910,1,1,48,0,14,0,0,6,2,2,0,3,6,0,56,2257,0,50-59,6 años,68,Together,PhD
1705,18690,0,0,6,1,7,23,4,19,1,1,1,2,8,0,61,2707,0,60-69,7 años,60,Married,Graduation
1706,37244,1,1,18,2,10,0,0,25,1,1,1,2,7,0,65,2587,1,60-69,7 años,55,Divorced,Graduation
1707,82427,0,0,482,79,509,104,83,107,1,3,5,12,1,0,54,2268,1,50-59,6 años,1456,Together,Graduation
1708,75342,0,1,204,79,97,21,83,26,1,5,2,10,4,0,62,2578,0,60-69,7 años,563,Single,2n Cycle
1709,70044,0,1,1073,0,250,120,14,14,4,7,10,5,5,0,66,2655,0,60-69,7 años,1504,Divorced,Graduation
1710,79146,1,1,245,16,223,21,43,16,2,8,1,8,6,0,53,2225,0,50-59,6 años,564,Single,Graduation
1711,77437,0,0,560,21,442,29,44,29,1,4,5,13,1,0,57,2374,1,50-59,6 años,1125,Married,Graduation
1712,54984,0,1,173,13,131,32,3,6,4,6,1,6,7,0,61,2195,1,60-69,6 años,358,Married,Graduation
1713,42403,1,0,22,1,11,0,5,3,1,1,0,3,8,0,49,2359,0,40-49,6 años,42,Married,PhD
1714,55761,0,1,136,1,12,0,3,32,2,4,1,3,6,0,56,2225,1,50-59,6 años,184,Together,Graduation
1715,37292,1,0,275,0,86,10,23,66,5,6,3,5,8,0,37,2596,0,30-39,7 años,460,Together,Graduation
1716,45576,0,0,56,19,29,2,14,25,1,3,1,3,8,1,75,2191,0,70+,6 años,145,Single,PhD
1717,70321,0,0,303,23,555,82,26,126,1,6,5,13,4,1,73,2688,0,70+,7 años,1376,Together,Graduation
1718,58086,0,1,708,7,62,0,0,15,2,11,3,7,8,0,51,2684,0,50-59,7 años,792,Divorced,PhD
1719,81795,0,0,324,79,555,27,83,88,1,4,10,7,2,0,68,2770,0,60-69,7 años,1382,Married,Graduation
1720,28389,0,0,1,5,3,7,4,8,1,1,0,2,7,0,73,2745,0,70+,7 años,28,Together,Basic
1721,66835,0,0,620,26,195,34,17,126,1,6,4,13,2,0,74,2433,0,70+,6 años,1033,Married,Master
1722,69901,0,1,312,21,206,102,83,126,3,7,3,10,5,0,51,2555,0,50-59,7 años,882,Divorced,Graduation
1723,80360,0,0,1230,79,454,112,43,43,2,4,4,5,2,0,71,2642,3,70+,7 años,2231,Married,PhD
1724,63342,0,1,918,21,118,13,10,21,3,8,3,5,6,1,59,2780,1,50-59,7 años,1101,Together,PhD
1725,44989,0,1,98,0,106,49,10,106,5,5,1,5,6,0,46,2814,0,40-49,7 años,369,Married,Graduation
1726,31859,1,0,3,4,7,15,8,11,1,1,0,3,7,0,40,2281,0,40-49,6 años,48,Single,2n Cycle
1727,51569,0,1,380,0,47,6,0,34,4,7,1,7,8,1,71,2661,1,70+,7 años,467,Widow,PhD
1728,30372,1,1,15,0,12,7,3,7,3,2,0,3,7,0,49,2710,0,40-49,7 años,44,Widow,Graduation
1729,16014,1,1,3,9,4,7,8,7,4,1,1,4,3,0,41,2628,0,40-49,7 años,38,Single,Basic
1730,41120,1,1,24,2,23,0,8,24,3,2,1,3,6,0,52,2394,0,50-59,6 años,81,Married,Graduation
1731,39763,1,0,80,1,60,4,6,16,2,5,1,2,9,1,49,2488,0,40-49,6 años,167,Single,Master
1732,38725,1,1,31,0,6,2,1,5,2,1,0,4,4,0,65,2209,0,60-69,6 años,45,Married,PhD
1733,77981,1,0,138,79,204,16,83,60,3,7,4,7,5,0,48,2558,0,40-49,7 años,664,Married,Graduation
1734,62905,0,1,166,75,96,119,83,59,3,7,2,8,4,0,56,2451,0,50-59,6 años,622,Married,2n Cycle
1735,13533,1,0,12,3,8,8,0,17,2,2,0,3,7,0,41,2635,0,40-49,7 años,48,Divorced,2n Cycle
1736,59481,0,1,178,3,85,71,66,58,2,3,3,8,2,0,45,2408,0,40-49,6 años,461,Together,Graduation
1737,72117,0,1,707,20,171,65,60,50,1,9,7,9,5,0,43,2472,0,40-49,6 años,1073,Married,Graduation
1738,21955,1,0,5,1,7,17,14,11,2,2,1,3,6,0,34,2454,0,30-39,6 años,55,Married,2n Cycle
1739,67131,0,1,465,71,250,93,35,62,3,9,2,12,6,0,64,2619,0,60-69,7 años,976,Married,Graduation
1740,36802,1,0,16,1,2,0,0,1,1,1,0,3,5,0,40,2172,0,40-49,5 años,20,Single,PhD
1741,71853,0,0,358,79,413,120,83,32,1,2,8,6,1,0,38,2576,0,30-39,7 años,1149,Together,Graduation
1742,28249,0,0,1,9,7,2,14,10,1,2,0,3,6,0,59,2173,0,50-59,5 años,43,Married,Basic
1743,47808,0,1,123,1,26,2,0,72,2,3,2,3,7,0,45,2411,1,40-49,6 años,224,Married,Master
1744,25509,1,0,40,3,30,10,7,11,3,3,0,3,9,1,46,2808,0,40-49,7 años,101,Divorced,PhD
1745,51012,0,0,102,9,63,2,9,24,1,4,1,4,6,0,74,2596,0,70+,7 años,209,Married,PhD
1746,70596,0,0,347,44,534,17,0,26,1,3,5,12,2,0,35,2791,0,30-39,7 años,968,Single,Graduation
1747,85431,0,0,376,53,462,120,53,53,1,2,7,7,0,0,68,2545,0,60-69,6 años,1165,Together,PhD
1748,42664,0,1,21,0,3,0,0,0,1,1,0,3,6,0,53,2262,0,50-59,6 años,24,Married,Graduation
1749,42586,1,1,194,2,56,0,0,0,5,4,1,6,8,1,65,2767,0,60-69,7 años,252,Together,Graduation
1750,29760,1,0,64,4,68,7,5,17,4,3,1,4,8,0,35,2828,0,30-39,7 años,165,Single,Graduation
1751,28973,0,0,206,0,46,3,2,12,2,5,1,5,8,0,43,2783,0,40-49,7 años,269,Married,PhD
1752,39435,1,0,71,0,18,0,0,13,1,3,1,2,7,0,47,2486,0,40-49,6 años,102,Together,PhD
1753,65370,0,0,71,22,112,120,83,29,1,2,3,13,1,0,36,2491,0,30-39,6 años,461,Married,2n Cycle
1754,20194,1,0,0,4,7,11,10,15,2,2,0,3,6,0,41,2718,0,40-49,7 años,47,Single,Basic
1755,42473,1,1,93,1,21,0,4,25,3,2,1,4,5,0,44,2291,0,40-49,6 años,144,Single,PhD
1756,64590,0,0,920,79,168,36,46,30,1,9,4,10,6,0,52,2782,0,50-59,7 años,1338,Married,Graduation
1757,71232,0,1,653,17,170,34,26,17,2,11,2,10,7,0,61,2372,0,60-69,6 años,917,Together,Graduation
1758,34600,1,1,199,33,60,8,3,15,5,5,2,5,8,1,49,2703,0,40-49,7 años,318,Together,Graduation
1759,46904,1,1,153,4,56,0,9,31,4,5,1,4,8,0,53,2762,0,50-59,7 años,253,Single,Graduation
1760,49094,0,1,376,0,38,11,8,69,5,6,3,6,6,0,47,2805,0,40-49,7 años,502,Married,Graduation
1761,36075,1,0,46,0,30,12,1,30,1,2,0,4,6,0,37,2361,0,30-39,6 años,119,Together,Graduation
1762,60839,1,1,600,21,128,120,83,126,6,2,2,12,8,0,41,2829,0,40-49,7 años,1250,Together,2n Cycle
1763,77298,0,1,425,79,292,23,35,79,1,6,6,11,3,0,41,2398,0,40-49,6 años,969,Together,Graduation
1764,34026,1,1,18,6,15,12,8,17,3,2,1,3,5,0,70,2487,0,70+,6 años,76,Together,Graduation
1765,48918,1,1,52,0,9,0,0,1,2,1,0,4,4,0,57,2237,0,50-59,6 años,62,Single,PhD
1766,82122,0,0,734,22,350,120,25,100,1,3,9,13,1,0,58,2477,1,50-59,6 años,1382,Together,2n Cycle
1767,37697,1,0,34,6,21,11,4,8,1,2,1,3,6,0,44,2301,0,40-49,6 años,84,Single,Graduation
1768,34074,1,1,135,1,41,10,1,67,5,3,3,3,6,0,68,2510,1,60-69,6 años,255,Together,Graduation
1769,28520,1,1,11,0,10,0,2,20,1,1,1,2,6,0,60,2539,0,60-69,6 años,43,Married,Master
1770,62535,0,1,163,48,90,0,45,52,1,3,2,8,3,0,65,2428,0,60-69,6 años,398,Single,Graduation
1771,36273,1,0,29,3,30,3,2,9,2,3,0,3,6,0,43,2233,0,40-49,6 años,76,Single,Master
1772,63404,0,2,734,26,70,11,44,17,2,6,3,4,4,0,56,2182,1,50-59,5 años,902,Together,Graduation
1773,75774,1,0,340,21,134,120,14,56,1,7,5,8,4,0,39,2217,0,30-39,6 años,823,Together,2n Cycle
1774,78416,0,1,453,38,279,120,38,126,2,7,7,10,3,0,44,2161,0,40-49,5 años,1179,Together,Graduation
1775,75702,0,1,1073,0,555,120,37,37,1,10,5,13,6,0,46,2782,1,40-49,7 años,1921,Together,Graduation
1776,59385,1,1,135,0,10,0,4,36,2,3,1,4,5,0,69,2586,0,60-69,7 años,185,Together,Master
1777,37070,1,1,231,7,137,4,15,39,6,5,1,8,7,1,54,2625,0,50-59,7 años,433,Single,Graduation
1778,44689,1,1,18,0,5,0,0,11,2,1,1,2,7,0,69,2329,1,60-69,6 años,34,Married,Graduation
1779,53977,0,1,620,16,165,0,24,82,5,5,5,12,5,0,62,2545,0,60-69,6 años,907,Together,Graduation
1780,7144,0,2,81,4,33,5,2,126,0,11,1,1,0,0,54,2363,0,50-59,6 años,416,Single,PhD
1781,18701,1,1,12,4,2,10,6,10,4,2,0,4,5,0,56,2549,0,50-59,6 años,44,Single,Graduation
1782,90369,0,0,292,51,555,120,23,17,1,4,6,6,1,1,64,2221,0,60-69,6 años,1588,Married,Graduation
1783,63159,0,0,965,34,555,89,83,37,1,3,5,8,3,0,46,2760,1,40-49,7 años,1797,Single,PhD
1784,37758,1,1,27,2,10,0,0,1,2,1,0,3,8,0,54,2792,0,50-59,7 años,40,Together,Graduation
1785,46757,0,1,777,30,163,0,51,122,6,4,4,7,9,0,57,2749,0,50-59,7 años,1143,Single,PhD
1786,79734,0,0,572,8,232,23,62,17,1,4,3,6,1,0,51,2160,1,50-59,5 años,914,Married,Master
1787,63207,0,0,438,79,555,91,83,70,1,2,3,6,7,0,28,2684,1,20-29,7 años,1502,Together,Graduation
1788,72071,0,1,531,69,300,120,83,126,3,5,4,8,2,0,66,2659,0,60-69,7 años,1338,Divorced,Graduation
1789,21840,1,0,17,0,9,0,0,1,1,1,0,3,9,0,37,2502,0,30-39,6 años,27,Together,PhD
1790,58582,0,1,402,35,106,101,77,42,2,9,2,9,5,0,38,2433,1,30-39,6 años,763,Together,2n Cycle
1791,72282,0,0,503,27,419,90,83,126,1,5,7,9,7,1,69,2504,0,60-69,6 años,1331,Single,Graduation
1792,50387,0,2,369,9,87,12,14,34,3,6,2,8,5,0,64,2461,0,60-69,6 años,525,Married,Graduation
1793,32583,1,1,5,0,3,0,0,1,1,1,0,2,7,0,59,2173,0,50-59,5 años,9,Together,PhD
1794,62568,0,1,362,17,398,80,35,61,3,5,3,5,4,0,58,2242,1,50-59,6 años,953,Together,Graduation
1795,44635,1,1,56,0,9,0,0,3,2,2,0,3,7,0,49,2420,0,40-49,6 años,68,Divorced,Master
1796,33316,1,1,79,1,31,4,4,12,3,2,1,4,6,0,49,2427,0,40-49,6 años,131,Single,Master
1797,63967,0,1,387,79,141,73,35,126,3,4,4,12,2,0,52,2483,0,50-59,6 años,882,Married,Graduation
1798,52513,0,0,367,17,241,104,83,126,2,9,5,9,7,0,42,2822,0,40-49,7 años,1149,Together,2n Cycle
1799,25293,1,0,15,0,11,0,2,9,1,1,1,2,8,0,51,2446,0,50-59,6 años,37,Married,Graduation
1800,54111,0,1,267,6,54,8,3,50,2,5,2,6,5,0,55,2467,0,50-59,6 años,388,Widow,PhD
1801,78394,0,0,298,27,555,120,24,126,1,4,6,5,2,1,34,2658,0,30-39,7 años,1428,Together,Graduation
1802,80739,0,0,674,79,555,39,0,92,1,3,10,9,1,0,62,2561,0,60-69,7 años,1633,Married,Master
1803,22669,1,0,16,14,36,37,22,48,3,4,1,2,9,1,45,2562,0,40-49,7 años,173,Together,Master
1804,29236,1,0,37,4,24,16,9,9,2,4,0,3,9,0,33,2423,0,30-39,6 años,99,Single,Graduation
1805,44911,0,1,159,0,22,2,1,31,3,4,1,4,7,0,61,2630,0,60-69,7 años,215,Together,Graduation
1806,54693,0,1,686,17,142,23,26,35,6,6,4,13,6,0,58,2656,0,50-59,7 años,929,Married,PhD
1807,48186,1,0,97,3,66,12,7,34,3,4,1,4,7,0,46,2260,0,40-49,6 años,219,Together,Graduation
1808,54809,1,1,63,6,57,13,13,22,4,2,1,5,4,1,43,2450,0,40-49,6 años,174,Married,Graduation
1809,41580,1,1,56,5,24,4,0,3,3,2,1,3,5,0,42,2725,0,40-49,7 años,92,Together,Graduation
1810,80336,0,0,209,19,456,120,83,66,1,2,9,13,1,0,50,2452,0,50-59,6 años,1052,Married,PhD
1811,47743,0,1,198,2,43,0,12,20,3,4,1,6,6,0,63,2623,1,60-69,7 años,275,Married,Graduation
1812,62972,0,1,313,15,47,20,0,126,2,7,4,3,6,0,65,2854,0,60-69,7 años,587,Married,2n Cycle
1813,57333,0,1,941,14,397,76,58,126,6,8,5,9,6,1,66,2804,0,60-69,7 años,1662,Divorced,PhD
1814,32313,1,0,86,4,56,2,4,7,3,4,0,4,9,0,38,2662,0,30-39,7 años,159,Together,PhD
1815,84953,0,0,167,48,555,63,72,72,1,3,10,4,2,1,67,2550,3,60-69,6 años,1024,Widow,Master
1816,27071,1,0,8,3,19,0,2,3,2,2,0,3,6,0,52,2226,0,50-59,6 años,35,Divorced,Master
1817,68148,0,0,389,66,408,37,57,85,1,4,4,6,2,0,63,2461,0,60-69,6 años,1042,Together,Master
1818,65735,1,1,239,7,119,4,15,11,5,6,2,6,7,0,55,2363,0,50-59,6 años,395,Together,Master
1819,86836,0,0,179,21,273,0,21,63,1,6,10,6,5,1,45,2814,3,40-49,7 años,557,Married,PhD
1820,4023,1,1,5,0,1,1,1,1,6,0,0,0,13,0,57,2165,0,50-59,5 años,9,Married,PhD
1821,30093,0,0,2,6,28,13,4,16,1,2,0,3,7,0,30,2515,0,30-39,6 años,69,Married,Graduation
1822,57705,0,1,383,0,53,6,4,40,3,8,1,6,6,0,54,2328,0,50-59,6 años,486,Married,PhD
1823,25008,1,0,2,8,8,6,1,9,2,1,0,3,8,0,32,2306,0,30-39,6 años,34,Single,Graduation
1824,83257,0,0,536,27,555,38,83,67,1,5,10,12,6,1,25,2808,2,20-29,7 años,1365,Single,2n Cycle
1825,22280,1,0,2,1,4,3,1,2,1,1,0,2,8,0,45,2565,0,40-49,7 años,13,Together,Graduation
1826,72159,0,0,322,53,555,34,40,53,1,4,6,10,2,0,42,2767,0,40-49,7 años,1401,Married,PhD
1827,64260,0,0,539,79,555,20,0,30,1,4,5,4,3,1,59,2693,0,50-59,7 años,1574,Together,Graduation
1828,82733,0,0,712,50,420,65,38,38,1,8,4,7,4,1,36,2451,0,30-39,6 años,1323,Single,PhD
1829,74290,0,1,1121,0,72,0,12,12,4,10,8,10,6,0,49,2480,2,40-49,6 años,1217,Divorced,Master
1830,58217,2,1,68,1,13,3,5,13,1,2,0,4,6,0,69,2748,0,60-69,7 años,103,Single,Master
1831,21024,0,0,36,4,18,6,2,18,1,2,0,4,7,0,44,2519,0,40-49,6 años,84,Together,Master
1832,70116,0,0,707,44,555,95,58,29,1,2,8,12,1,0,48,2678,0,40-49,7 años,1536,Married,PhD
1833,54006,1,0,174,77,203,6,24,97,2,8,1,7,7,0,35,2808,0,30-39,7 años,581,Together,Graduation
1834,69063,0,1,666,35,124,69,8,26,1,5,3,5,3,0,54,2758,0,50-59,7 años,928,Married,PhD
1835,11448,0,0,0,0,0,6,2,6,1,1,0,2,6,0,45,2355,0,40-49,6 años,14,Divorced,2n Cycle
1836,61825,0,1,162,50,100,55,30,27,1,4,2,8,4,0,41,2485,0,40-49,6 años,424,Single,Graduation
1837,70886,1,0,407,70,239,103,83,53,1,5,4,4,2,0,49,2417,0,40-49,6 años,960,Married,Graduation
1838,69109,0,0,823,25,459,120,29,95,1,6,6,7,4,1,38,2756,1,30-39,7 años,1555,Married,Graduation
1839,60208,1,1,488,23,71,15,0,59,6,8,3,7,7,1,47,2789,1,40-49,7 años,656,Widow,Graduation
1840,32889,1,1,28,0,13,4,2,8,3,2,1,3,5,0,52,2455,0,50-59,6 años,55,Together,Master
1841,34738,1,0,3,2,10,3,0,2,1,1,0,3,6,0,36,2208,0,30-39,6 años,20,Single,Graduation
1842,30538,1,0,284,0,52,8,3,20,4,9,0,4,10,0,49,2795,0,40-49,7 años,367,Together,Master
1843,82326,0,0,938,79,555,120,81,126,1,5,10,6,2,1,43,2270,3,40-49,6 años,2257,Together,2n Cycle
1844,26642,1,0,13,2,15,2,2,8,2,2,0,3,6,0,53,2279,0,50-59,6 años,42,Divorced,PhD
1845,69932,0,1,412,79,153,120,83,57,2,7,6,11,4,0,56,2541,0,50-59,6 años,1049,Divorced,Graduation
1846,44503,1,1,31,1,8,0,0,8,2,2,0,3,6,0,48,2233,0,40-49,6 años,48,Single,Graduation
1847,60200,0,1,502,19,132,0,6,26,6,6,2,11,6,0,72,2702,0,70+,7 años,685,Single,PhD
1848,49638,0,1,18,10,3,3,5,0,1,1,0,3,2,0,68,2230,0,60-69,6 años,39,Divorced,Graduation
1849,23830,0,0,1,8,6,4,8,16,1,1,0,3,7,0,33,2301,0,30-39,6 años,43,Single,2n Cycle
1850,33051,0,0,100,71,243,108,83,126,3,9,1,8,9,1,61,2841,0,60-69,7 años,835,Widow,Master
1851,72905,0,0,407,79,445,120,83,126,1,3,7,9,1,0,62,2318,1,60-69,6 años,1515,Married,Graduation
1852,69702,0,1,664,9,240,50,19,57,2,7,7,10,4,0,69,2654,0,60-69,7 años,1039,Together,PhD
1853,70300,1,0,1045,61,338,60,46,46,3,5,5,13,8,0,45,2508,0,40-49,6 años,1596,Divorced,Graduation
1854,70643,0,0,1218,79,304,23,83,33,1,5,8,4,6,1,36,2781,0,30-39,7 años,1828,Married,PhD
1855,30396,1,0,15,0,6,0,1,12,2,1,1,2,7,1,51,2219,1,50-59,6 años,34,Married,PhD
1856,50616,0,1,128,0,16,0,1,4,2,4,0,4,7,0,52,2231,0,50-59,6 años,149,Divorced,PhD
1857,62772,0,1,581,49,157,43,8,108,1,5,6,11,2,0,51,2565,1,50-59,7 años,946,Single,Master
1858,30298,0,0,6,3,12,6,1,0,1,1,1,3,3,0,35,2200,0,30-39,6 años,28,Single,PhD
1859,52413,1,0,185,8,133,56,56,12,2,7,1,7,7,0,36,2762,0,30-39,7 años,450,Single,Graduation
1860,44155,1,1,22,1,9,0,0,14,1,1,1,2,4,0,63,2320,0,60-69,6 años,46,Married,PhD
1861,86979,0,0,584,79,555,65,83,35,1,5,5,5,2,1,49,2393,1,40-49,6 años,1702,Divorced,PhD
1862,76532,1,1,355,30,177,90,83,30,4,9,5,7,5,0,45,2452,0,40-49,6 años,820,Together,Graduation
1863,42081,1,0,175,10,110,54,6,27,2,6,3,4,6,0,38,2647,1,30-39,7 años,382,Married,Graduation
1864,67546,0,0,864,79,555,120,38,126,1,4,10,5,3,0,32,2826,0,30-39,7 años,2126,Married,PhD
1865,88420,0,0,957,79,555,99,83,126,1,4,7,8,1,0,31,2217,3,30-39,6 años,2069,Together,Master
1866,31158,1,0,25,6,16,20,0,5,2,2,0,3,8,0,35,2677,0,30-39,7 años,72,Married,Graduation
1867,61671,0,1,641,7,56,0,0,28,6,10,4,6,8,0,52,2185,2,50-59,5 años,732,Divorced,Graduation
1868,69719,0,0,273,79,208,120,14,43,1,2,3,5,1,0,46,2193,0,40-49,6 años,801,Single,Graduation
1869,49160,0,1,122,21,43,25,10,15,2,3,1,6,6,0,71,2411,0,70+,6 años,236,Divorced,Graduation
1870,24882,1,0,1,4,10,29,0,36,1,1,1,2,6,0,42,2817,1,40-49,7 años,80,Together,Basic
1871,90933,0,0,1020,31,430,62,63,79,1,4,6,4,1,0,66,2249,1,60-69,6 años,1685,Single,PhD
1872,113734,0,0,6,2,3,1,83,3,0,11,0,0,1,0,75,2191,0,70+,6 años,277,Single,PhD
1873,59292,0,1,378,14,68,19,14,14,2,3,5,8,3,0,70,2540,0,70+,6 años,507,Together,PhD
1874,45759,1,1,42,1,18,3,0,4,2,2,0,3,7,0,56,2650,0,50-59,7 años,68,Married,PhD
1875,22148,0,0,15,5,14,0,4,11,1,1,0,3,7,0,37,2236,0,30-39,6 años,49,Single,Graduation
1876,73395,0,0,272,7,80,20,7,11,1,4,4,6,2,0,33,2262,0,30-39,6 años,397,Married,Master
1877,29819,1,0,9,1,24,2,1,2,3,3,0,3,6,0,49,2407,0,40-49,6 años,39,Divorced,Graduation
1878,45688,0,1,279,0,18,0,0,9,2,3,1,8,4,0,52,2314,1,50-59,6 años,306,Married,Graduation
1879,62820,0,0,398,61,265,120,61,53,1,3,4,6,1,0,66,2573,0,60-69,7 años,976,Married,Graduation
1880,60491,0,1,637,47,237,12,19,76,4,6,10,7,5,0,49,2455,0,40-49,6 años,1028,Married,PhD
1881,33235,1,0,45,0,16,2,1,6,1,3,0,3,7,0,34,2303,0,30-39,6 años,70,Together,Graduation
1882,35701,0,0,21,1,9,7,3,5,1,1,0,3,6,0,61,2626,0,60-69,7 años,46,Married,Graduation
1883,31535,1,0,15,4,13,0,0,19,1,1,1,2,7,0,40,2435,1,40-49,6 años,51,Married,Master
